"","000001F_DK2_H2.32","000001F_DK2_H2.36","000001F_DK2_H2.44","000004F_DK2_H1.78","000004F_DK2_H2.61","000006F_DK2_H1.15","000006F_DK2_H1.41","000006F_DK2_H2.42","000011F_DK2_H1.64","000011F_DK2_H2.7","000012F_DK2_H2.39","000012F_DK2_H2.73","000013F_DK2_H1.16","000013F_DK2_H1.46","000015F_DK2_H1.33","000015F_DK2_H2.11","000018F_DK2_H1.57","000018F_DK2_H2.75","000020F_DK2_H1.17","000022F_DK2_H1.18","000024F_DK2_H1.74","000026F_DK2_H1.37","000026F_DK2_H1.70","000026F_DK2_H1.72","000027F_DK2_H1.70","000028F_DK2_H1.69","000028F_DK2_H2.52","000035F_DK2_H1.42","000036F_DK2_H1.14","000037F_DK2_H2.25","000041F_DK2_H1.7","000041F_DK2_H1.78","000044F_DK2_H1.82","000044F_DK2_H2.2","000046F_DK2_H1.40","000048F_DK2_H1.54","000049F_DK2_H2.58","000052F_DK2_H2.24","000052F_DK2_H2.65","000054F_DK2_H1.10","000056F_DK2_H2.58","000057F_DK2_H1.49","000057F_DK2_H2.18","000057F_DK2_H2.58","000057F_DK2_H2.70","000059F_DK2_H1.73","000061F_DK2_H2.45","000063F_DK2_H1.69","000063F_DK2_H2.9","000065F_DK2_H1.27","000068F_DK2_H1.80","000068F_DK2_H2.36","000074F_DK2_H1.2","000074F_DK2_H2.17","000074F_DK2_H2.66","000075F_DK2_H1.51","000076F_DK2_H1.44","000079F_DK2_H1.10","000079F_DK2_H2.8","000080F_DK2_H1.63","000080F_DK2_H2.58","000082F_DK2_H1.29","000083F_DK2_H2.33","000085F_DK2_H1.65","000089F_DK2_H2.22","000091F_DK2_H1.48","000091F_DK2_H1.51","000093F_DK2_H1.42","000096F_DK2_H2.26","000097F_DK2_H1.55","000099F_DK2_H2.1","000102F_DK2_H2.16","000106F_DK2_H2.19","000106F_DK2_H2.36","000107F_DK2_H1.75","000107F_DK2_H2.23","000108F_DK2_H1.23","000112F_DK2_H2.17","000113F_DK2_H2.28","000113F_DK2_H2.8","000116F_DK2_H1.22","000120F_DK2_H2.42","000123F_DK2_H1.33","000123F_DK2_H1.7","000126F_DK2_H1.63","000126F_DK2_H2.20","000126F_DK2_H2.21","000127F_DK2_H2.18","000130F_DK2_H1.39","000131F_DK2_H1.19","000134F_DK2_H1.39","000136F_DK2_H2.38","000139F_DK2_H1.43","000139F_DK2_H2.39","000141F_DK2_H1.23","000141F_DK2_H1.33","000149F_DK2_H2.22","000150F_DK2_H2.24","000151F_DK2_H1.4","000153F_DK2_H2.3","000154F_DK2_H1.15","000158F_DK2_H2.26","000160F_DK2_H1.22","000161F_DK2_H2.30","000166F_DK2_H1.20","000175F_DK2_H1.17","000175F_DK2_H2.12","000178F_DK2_H2.49","000179F_DK2_H1.1","000185F_DK2_H2.16","000191F_DK2_H2.52","000193F_DK2_H2.31","000196F_DK2_H2.24","000203F_DK2_H2.18","000204F_DK2_H2.10","000208F_DK2_H1.18","000211F_DK2_H1.16","000216F_DK2_H2.14","000226F_DK2_H1.20","000250F_DK2_H1.11","000254F_DK2_H1.6","000254F_DK2_H2.9","000257F_DK2_H1.14","000259F_DK2_H2.17","000261F_DK2_H2.6","000273F_DK2_H1.12","000279F_DK2_H1.3","000281F_DK2_H2.17","000282F_DK2_H1.6","000287F_DK2_H1.9","000289F_DK2_H2.27","000290F_DK2_H1.17","000301F_DK2_H1.15","000316F_DK2_H2.11","000331F_DK2_H1.14","000342F_DK2_H1.22","000356F_DK2_H2.7","000365F_DK2_H1.4","000366F_DK2_H1.6","000381F_DK2_H1.6","000390F_DK2_H1.8","000410F_DK2_H1.7","000423F_DK2_H1.5","000425F_DK2_H1.4","000487F_DK2_H1.6","000493F_DK2_H1.12","000500F_DK2_H2.2"
"w_AM5_2",8.74598808546527,7.23748341408548,9.52291173607019,7.5248295126642,9.36418822997886,8.49755742769649,8.21653446761106,7.30567856553712,6.83549456912459,7.86575642822054,6.92389356510481,10.5981621514371,6.20665948414626,6.59496495826866,8.14808027042246,5.43173473112969,8.26485358253712,9.09004492290415,7.70682681162836,9.53710607909362,5.9992159604473,5.84080163669122,8.9068443842468,8.10783546817862,10.0321056639697,6.81187852189847,9.89768556664278,7.54477774062857,7.90656307626316,7.87702172106087,9.04188708646079,9.41937903778935,6.13216778944267,7.44993372283471,6.6020643076483,7.83805337096495,8.27131578251969,9.21233279341862,4.82290807033972,6.47124966189956,8.92929592935273,3.77405193196589,8.16994910634632,6.15823267936144,8.35275596572598,6.32227077967055,6.74875061866485,8.13899423511915,6.84386164078835,6.97876326554555,8.99118409186938,7.57241067260275,6.88378886352237,7.19081918881035,7.2230145808708,7.64229223344625,7.24928002017598,6.26448383358848,8.58858848674263,5.80220184865546,6.54505509429333,8.19159049155095,7.82529744260342,7.91484561672265,7.55619520706442,6.5299633426128,8.12340745222696,5.55995499036449,7.69582971146464,7.24618911695494,4.45565329188313,7.9167472692939,9.06434817595825,5.40867021734568,6.64023461057077,4.54253739856469,8.15957134366918,7.24866260335394,7.44639237647021,8.69307282872197,5.7809894136004,9.86865968469531,6.43429213000344,9.51423331481479,7.18885410304909,9.44119532012944,8.39524603802202,7.6886957455019,4.50485091768899,8.01383621091237,6.24107732023563,7.72156060630061,11.1200679612229,9.59402381569906,7.04071221327364,3.75391083971963,6.56605255591795,9.09073034728486,6.99002508591216,10.3943002557575,8.88676207910529,6.61145237951113,7.65553663010167,7.18622796736117,5.42792739891437,7.95921252793314,8.23051369882581,8.28214066695269,5.78633485574521,7.48076427610878,9.75577775670809,6.78671147296654,9.57436337646183,8.67246614137905,5.7783059390454,5.79429982205322,5.43930618224656,9.75668341024758,6.96900829150209,2.9569066740244,7.07582578230785,5.2441945310287,7.09617308249693,7.90303816754587,6.90229727864632,7.97993615955418,6.46179845188465,6.72713708824463,7.65471397459064,6.90578418018998,9.84449430295111,6.74773192703217,11.8163032332217,9.81442796115393,6.49252277658178,7.08532425471742,6.25951406779071,4.56989853251038,6.4426237593689,8.02241958272984,7.13980660078611,6.49646159137913,6.58661817618064,8.71583004793126,6.82611496962479,6.61145237951113,9.206334158461
"w_AM5_3",8.75117375634345,7.29212830100994,9.49189684162674,7.5799553862229,9.387631069945,8.50928182108108,8.30312379331952,7.24236292894834,6.83294055030177,7.85729137556275,7.02320061537537,10.6500483087352,6.18092819644991,6.57478263718723,8.07619245883561,5.4448880760557,8.34754483567323,9.06763707266478,7.74598480396571,9.6407521038511,5.90219559406464,5.76977725369997,8.87014356157399,8.04787419324846,10.0118739012256,6.81481462473395,9.92924550133071,7.57045448784934,7.93548362746806,7.86122475650424,9.02876268096796,9.41825682078944,6.19424701463875,7.40470823501127,6.59270701901188,7.80053500072473,8.31134850101188,9.19624237164125,4.8215435900163,6.33505700583103,8.98402864460772,4.11397251433661,8.17218068049498,6.06746463977934,8.42113417206101,6.33011937381455,6.77965361905677,8.16509511517783,6.85855569739182,6.98279379625743,8.96278765328742,7.53943041921923,6.89672535917142,7.29966564672717,7.1709569723616,7.79100959485687,7.21345490612199,6.20552363547722,8.60226305887311,5.84221619135809,6.43199574998961,8.17687665173112,7.82968417599728,7.84612242237624,7.56230713925003,6.52172541905547,8.06664813846853,5.56529796161306,7.73430327481547,7.18649313109845,4.31854291396139,7.95679185768847,9.0439694516458,5.37018932623682,6.74648059456277,4.60597851411595,8.19595391894613,7.27816052876109,7.48166594083151,8.71900457452092,5.69790723744754,9.92454175570428,6.33669748016697,9.52427841570853,7.12209847970811,9.47427347620441,8.37503229358568,7.77246249532953,4.54886359980176,7.9912221786752,6.2240399424696,7.74758539337159,11.1740456738778,9.64201574989595,7.12880201633109,4.03529077376872,6.56830240444796,9.23483771364632,6.99559719496346,10.4670553399649,8.96373607353594,6.57478263718723,7.68104786956557,7.17237936685017,5.48409649675992,8.0092346409414,8.25012757926397,8.26668035663329,5.82048092577893,7.48375027374231,9.84207856368946,6.76373951335731,9.62656237659671,8.66169550812987,5.87915191553352,5.65670740895419,5.52182544271076,9.81806275746281,6.91435791877016,2.87174429155179,7.15082804599578,5.30337311357803,6.98878912112689,7.9177667729503,6.89953020048709,8.06519404957468,6.52036224086663,6.76694265970055,7.63871267279825,6.87686805143807,9.88420714313242,6.80972078501797,11.8439888401265,9.87672146826162,6.46857199530705,7.06915495455944,5.97773445372298,4.48828791269014,6.52172541905547,8.00615210039166,7.17875522295512,6.45264301710585,6.58634227277302,8.77019131142541,6.89297329087408,6.63979903691681,9.25123801753693
"g_AM8_1",9.21635686970646,7.51919116387028,9.28206602446849,8.84526099920536,9.58840686341417,9.24439022198715,8.74508082608046,7.57371588880749,8.24449036081983,7.79978468172592,6.64411246499074,11.4962247188342,5.64359203439602,6.380216953992,7.86330864765704,6.02618834593613,8.62010758594609,8.97840641483389,7.56257456863075,9.86922422048446,6.96167357537404,7.05894873458082,8.52477449053849,7.70623495916055,10.2881471037433,7.48728117169197,10.8206931784584,8.42313373966843,8.39890163986866,8.52342188418622,9.39775889798563,10.2463796917721,6.55291287533019,6.94541095783083,7.3982379344811,7.85673941830989,7.97667407402465,9.80932564777003,5.3834926369669,6.91319958827645,9.36892877710275,4.14984258111334,8.47156899040152,5.80979204352527,8.48572390553064,7.27171921601341,7.32246494832269,8.37720590764865,7.4072321629906,7.9747235245564,8.08864274714789,7.42700938585277,7.22654591358478,7.29433436265999,7.09064007486484,8.08024486758224,7.901842773999,7.01608707009876,8.71069852800103,5.43429564528206,7.10565141232582,8.51276269092394,8.90999488325455,9.01314784998884,8.50198865402104,6.22890937705258,8.57743115083904,6.18077700949648,8.18901218724083,6.85510322146485,4.55601685404021,7.96135792090113,8.83655726824084,6.30223686411109,7.53204024129328,4.92142405719435,8.8485258385865,7.894676946826,6.78575831306513,9.99426381398579,5.85957319772374,10.5748061565888,7.3707594406987,9.54769464779335,7.45628857775067,10.8839851704021,8.13161052584766,8.84950321547458,5.37301481281589,8.01378080296774,5.85633045369765,7.27722505359591,12.0805990295168,9.36553314892249,7.22654591358478,4.42907353182195,5.96400053361673,10.1044639920708,7.47448411802664,10.5241565950886,9.55664532356261,6.43813582192239,8.10317144540777,6.64706283716642,6.36275370354255,8.04483826895037,8.28624360553875,8.26718925710502,6.26624508510104,7.82821547377209,10.3050006512843,6.63222315114349,10.4616881605753,8.54130792485041,6.20856422435861,6.38788157300792,5.6634828114819,10.0674908214104,7.93448516057421,3.16545994061382,6.94322248838844,6.0096079333849,6.52334829871637,8.01977135343501,6.95194777567518,8.93646193252026,7.29895017774181,7.2509993798744,7.66504858159631,7.06962449792886,11.2242523442401,6.98505697961257,12.9460190655254,10.3223217432601,6.85510322146485,7.01098179391246,6.5545300015078,4.72053470450921,7.20147945416387,8.50129699237767,7.97159471007358,6.22442386851088,5.41428307742491,8.89905382316189,7.00172609723373,6.70847728181878,9.48286384651337
"g_AM8_2",9.06859072307458,7.60623167315205,9.38217426319566,8.96400861728478,9.60932310191875,9.32904922690837,8.67097702538525,7.76088553823074,8.32336539734477,7.80798096825034,6.6021069614521,11.4375120714518,5.60214170498792,6.43270306057786,7.96179186710603,6.11387730498803,8.69724666764095,9.04769434454446,7.67159313336164,9.70593804736384,6.90632207535165,7.03241463795193,8.5468528574747,7.61583467772997,10.2802222724783,7.46666492886381,10.715061568967,8.41123934851497,8.49300567224876,8.6996744304465,9.50562009421548,10.2690674297922,6.25692163941656,6.9766505317423,7.23461048238494,8.06908791049383,7.56183906554041,9.87557821188344,5.56568976185768,7.06747551600438,9.21896515875738,4.1597474051701,8.46716633597234,6.05495411406163,8.47630308896242,7.35218380630023,7.48043775253103,8.51138722435054,7.43281497491271,7.97355592766373,8.10096917710477,7.33651144497841,7.2912752563225,7.47035626905972,7.24389540074848,7.8132247551531,7.98076969098937,6.98416802451166,8.56797415735631,5.34504666935617,7.16708392973055,8.4903519352391,9.02343261248481,8.9025901652248,8.51236247944347,6.25381718937799,8.57806562040558,6.05495411406163,8.13660780405344,6.86668797984449,4.87017932064239,7.7954156501663,8.98407637825563,6.49078281397689,7.5092007166562,5.03030417820957,8.95986320586565,7.91625396799893,7.00345306537597,10.0163918751042,5.86319466500966,10.5546353547197,7.6142405673158,9.65895179186302,7.52327779190806,10.8952527275721,8.26059476912815,8.8167501718506,5.43358796833612,8.12757783303875,6.17961796886431,7.37675963383622,12.0127440003194,9.48813886866165,7.35425501838456,4.51678697853124,6.08484963955972,9.97021090579331,7.49582102154641,10.5960462869641,9.43713956559814,6.43788954530539,8.10829658247087,6.94910979107254,6.23498533486508,7.7421104560329,8.34702716693555,8.38869800913046,6.07374328886622,7.67385026939874,10.3103254159729,6.76013228769086,10.2554015548298,8.78954169740144,6.23814870815792,6.395624358735,5.94690027319556,10.0926245746737,7.87224759945268,2.74413989111307,7.12764456021129,5.94690027319556,6.6408532698561,8.11942868233437,6.86500197573298,9.10013203077751,7.36863461488164,7.21696542571704,7.73365147180433,7.02525249951479,11.2947065470272,6.97059558142727,12.8967507252021,10.3075768465097,6.83241566416807,6.57991432992821,6.1386031936954,4.55150153542447,7.1745409143402,8.67014487516064,8.03981179247725,6.14901567002013,5.54062869912351,9.19034819760253,7.14437341572339,6.78967552447616,9.30580796787324
"g_AM8_3",9.13202391865898,7.4212606483502,9.40589278898922,8.99830947564833,9.54644374695439,9.46561618827886,8.62308253154107,7.86054267054381,8.31095996605839,7.93415109258218,6.55275552441682,11.4766958882399,5.6514693356264,6.53891838974768,8.05606267801398,6.013468935015,8.71835884610931,9.05278107902699,7.73253666030006,9.75049648772171,6.93716687212308,7.05102254993791,8.69120271987367,7.77615288077376,10.1988813124284,7.39398506228931,10.7941705305962,8.46953947057318,8.46006272434504,8.67980284037489,9.51552370131527,10.3164300041863,6.43285822088258,6.99669420120038,7.3293997552326,8.16288449930958,7.6453091385106,9.81826208585318,5.28822027161909,7.11219632585088,9.2918658533109,4.03726785026966,8.4661652186892,5.73441945008265,8.37368869323831,7.15657470514841,7.52924856656124,8.58819710096033,7.31738916080664,7.99876311560964,8.17501713223833,7.35368232277507,7.22434617095001,7.52116507388984,7.18861203446598,7.89423866213555,7.97952081962753,7.00449962105617,8.53515908081606,5.28279826614942,7.2797290382228,8.60735843062803,9.11568165257924,8.87971439825603,8.57049016596046,6.21440901050217,8.50938244869176,6.10114904021635,8.15798992766087,6.88269148080128,4.77715689178122,7.79880607856606,9.18094124699756,6.23769373542435,7.54691854196632,4.98039084612543,8.9082124900264,7.77390410613708,7.09636394231827,10.0162006133103,5.751576410913,10.6125865177392,7.57202538687353,9.61838040884771,7.40901376139549,10.8847928049996,8.24768267208897,8.83709604638931,5.27734670219738,8.19027576971091,6.21440901050217,7.3753790591351,12.0964994038635,9.47255897654769,7.18942015838268,4.35777663835768,5.87616540917052,9.96915196470804,7.50243940393944,10.5374181117572,9.47773461688005,6.23139693550645,8.09730654131589,6.94338493366517,6.19712750133382,7.89383937032282,8.40842255286761,8.43504095526448,6.13417604624116,7.78909698187702,10.2036109693802,6.84236949140791,10.4316281727707,8.7613711878239,5.99497112932746,6.36151834971038,5.50601352097457,10.0351496051789,7.88016770519207,3.20084385700155,7.0538017858901,5.83633586814986,6.75649356079398,8.16440915291937,6.81220248313219,8.91067147183386,7.34334762416068,7.30090646092573,7.73581622110953,6.94028073592251,11.1808320545871,6.95264012604185,12.9409606099391,10.2185269657793,6.75649356079398,6.65705673841192,6.38345971783501,4.67273148362593,7.23597931272644,8.74667108879881,7.98061994869334,6.11779888492316,5.5275258283846,8.89318324512986,7.08924605693402,6.76393837303693,9.34649416821213
"w_AM8_1",8.83585733525963,7.49288503544103,9.50353491726592,7.60621800701356,9.30457814717164,8.80872214591515,8.49693859575826,6.99267316120529,6.94503589064441,7.88645170237759,7.05285272152156,10.9997354365452,6.04172240213176,6.48638784310211,8.0155080183545,5.27161997235365,8.12457241905237,8.92483224049237,7.76928187725598,9.70747351368077,5.99276442376087,5.76370468582016,8.78354367577322,7.9994487648307,10.1376139447847,6.7739951826885,10.376338415222,7.56458348649441,8.04429644359461,7.62483429346758,8.81291741444647,9.49944941511771,6.385948905441,7.40933769524679,6.68666998925237,7.88099919882473,8.71747856973604,9.20545100064373,4.61193829305112,6.30706187639626,9.22060311664822,4.15420612095934,8.22290287931153,5.54134569148995,8.63237040243382,6.24196073860531,6.59428799924371,8.18418476685415,7.14193369523313,7.15645649965356,9.02518309719358,7.58029769154938,6.84236030233258,7.25488223334126,7.21607601297956,8.24361797046807,7.07893082081952,6.06998649704323,8.69026689193187,5.88701223208088,6.39940364031525,7.98832470876944,8.02633536782094,8.20461065825953,7.67980484573638,6.72599699001383,7.94483042949611,5.59054945322651,8.00348782094906,7.20299805659182,4.65873264752576,8.22914114368947,9.13553013220194,5.49290913451675,6.68867350811675,4.47525836150307,8.19843813117541,7.46565078054318,7.39561363106962,8.8526659265438,5.82962334889831,9.84971181136643,6.49005647704435,9.67446728939589,7.21074659576463,9.8015327362827,8.3905794261794,8.00617149008706,4.77376554277009,7.88856411740426,6.16728029097853,7.83881251262355,11.2757865601329,9.68577408797359,7.08702669815739,4.34856107248179,6.16051486873015,9.53237469900965,6.88601908240696,10.3131103569012,9.20650059453183,6.49735361351873,7.82862213346861,7.05006767760975,5.54449288184104,8.33312304209894,8.0432639840067,8.20702519370396,6.16896451894553,7.33403988225334,9.86720209252418,6.66743364254277,9.8377219476552,8.52652012439667,6.03018922423744,6.02242587298483,5.53502143959174,9.86824351003941,7.12655118239139,3.54853283110343,6.92785124338797,5.39203966239007,6.74414901366646,7.83754437973772,6.99929694976267,8.32866803947315,6.24196073860531,6.93882104264362,7.61457878040332,6.92073514871841,10.3044270583957,6.67659173760842,12.179557910389,10.1386311339698,6.50700102987212,7.41031081579389,6.31581793760255,4.99793544524399,6.2605588906843,8.17290622452413,7.15833532362142,6.33024312342651,6.89501530259735,8.76086991659877,7.01890906761652,6.56073696127242,9.4439337252574
"w_AM8_2",8.8794646776797,7.43121467948608,9.44076090476097,7.57798206214487,9.32346333153511,8.71250908618699,8.51164842721536,6.94479199468674,6.93679969207609,7.85427225311199,7.02580109084709,10.8884948727733,6.08032337847843,6.43328182232718,7.96550765664937,5.29045280851438,8.06091664854035,8.86824642110925,7.75421277252336,9.76692274408205,6.02596328145294,5.82072009787232,8.7678900476739,7.99043663932456,10.1784895524122,6.81037438614374,10.2565266759509,7.57289775899954,8.02020557762834,7.60261065620175,8.78155440985164,9.45599635750511,6.42394481754774,7.48782341127451,6.6864501327929,7.81936652320369,8.7554694733191,9.2296364289291,4.71577012487574,6.22110095290554,9.16374223582759,4.27726218326064,8.22148291150952,5.50673677035082,8.67962961135176,6.23899603182131,6.53422339189796,8.10976627827155,7.17488303225055,7.12029605068623,8.9779563881947,7.5699199337563,6.79569805834439,7.25739350947428,7.14144392922495,8.26875755288473,7.09046758806521,6.18602197543596,8.67102553985801,5.91196651851544,6.43460859182206,7.98623107737653,7.94697901448399,8.18277024481456,7.65717232896981,6.70179239789386,7.96321026439329,5.69284570468804,7.99099604695446,7.19986543118444,4.63893364359276,8.25295947154254,9.0332996900021,5.52006095022629,6.73572065972473,4.23031100819837,8.19012962729281,7.51654385066256,7.34006625123072,8.82765802609161,5.78073581416584,9.79152272288268,6.46336083000243,9.61383060416509,7.11695091827219,9.77018443187757,8.39830400288995,7.93610841783111,4.79398464587654,7.81837008059897,6.1584440307747,7.79856885257691,11.194133790928,9.63512286006478,7.05188554698116,4.0745778180988,6.2565764986478,9.53909511542777,6.94319863614943,10.2594532208981,9.19576620028612,6.43857837098775,7.75030750293995,6.98992844899004,5.51008449604018,8.30208556643956,8.03850429799989,8.15988921322941,6.23090158140917,7.40090497086373,9.89762576932154,6.60934152810848,9.84823135324324,8.54175930310652,6.12467568232839,5.88246655946671,5.5494066844712,9.88377832548473,7.15185248685532,3.39828715479881,6.94319863614943,5.4301004230821,6.71389895461067,7.82565437320654,6.98382254109437,8.36230988756433,6.2325257215885,6.90002214478951,7.60178564530274,6.98688015529887,10.1651297899547,6.71189134617837,12.029120705544,10.0907997411201,6.52093352614459,7.4404707997831,6.35315176647601,4.86652293630294,6.24542474613394,8.06274017804972,7.13882477345485,6.39263741486312,6.82842198830347,8.74421017271092,6.99524070556857,6.57996787251961,9.47576577637445
"w_AM8_3",8.65012864878107,7.19888959729834,9.63915515144889,7.71159269865703,9.22674698890679,9.07160880353557,8.22334764926416,7.20486179814204,7.18407753932149,8.07799984268958,7.03088184809432,11.0892543099961,6.53068109374278,6.64404325549464,8.31517967667206,5.17381807669194,8.2079820443661,8.96025389249287,7.90894497573737,9.46281699983579,5.9718929029281,5.85582016767118,9.10227044709451,8.03078384916213,10.0553438568051,6.69489199086371,10.3631770359068,7.58152020844089,7.97698483260777,7.72003602734927,8.96184314239053,9.63996149322678,5.95692179395492,7.55135624592049,6.49499671504956,8.14700217097506,8.24194068414206,9.30614789847838,4.66949710913153,6.39553563749621,9.04883605081222,4.00578506544766,8.2469173686145,5.48356304736848,8.38558192947362,6.3857600604988,6.61322336001194,8.31482293976072,7.11011293565931,7.34598508669342,9.1376769691377,7.62654714211344,6.66655041166693,7.47873042814921,7.32220131091368,7.64064989571608,7.32939602640263,6.11366229917178,8.55208934240098,5.69061244966421,6.47834580605111,8.05698189503596,8.16207981434443,8.03763339721906,7.79057188286203,6.71981822762442,7.83305147828818,5.44656432627704,7.89166300037233,7.25036332536969,4.67630576043932,7.83362895011271,9.44902475669505,5.26447676536399,6.81613719970855,4.43150845127119,8.40092149386008,7.21937137534775,7.71387292461365,8.85871548456581,5.82832688363342,9.86908604439874,6.47385833693482,9.8628075086618,7.05002274491348,9.87910268264898,8.50748643985893,8.01814318210013,4.38720344868072,8.07709514618571,6.3857600604988,7.96084883224322,11.4599262068301,9.79219097567553,6.9636071041786,3.89357955305138,6.27689686507772,9.06463742567803,7.17240342783553,10.4793884892237,9.11829478889489,6.43136581851785,7.84767383281007,7.20052191978667,5.41140261619641,7.99237214733182,8.19116608542151,8.43471734151743,5.78896657557773,7.29437933769041,9.75536382908321,6.85911684407739,9.75146970567285,8.60937773649954,5.99937357482205,5.82618037291781,5.30870362879728,9.7513848821763,7.10713296930186,2.74544872990179,7.09451922379228,5.35450683684224,7.1142700259046,8.04396866184667,6.99079428001877,8.24309135004178,6.27963145129252,6.98136261547906,7.76678572353981,6.71893862148077,10.3154253992135,6.602405772839,12.1861632825557,10.1164095295984,6.5102913327148,6.84680305279191,5.97003372584265,4.1982870599491,6.11688098300602,8.49475188956017,7.28393081883849,6.28099594526695,6.89591130211522,8.686335110697,7.13072769843124,6.59446427971344,9.21622768438035
"g_AM11_1",9.57037818462856,7.81400820073897,9.201265024372,7.1018428761251,9.71737348423887,8.98007351459903,9.13079672683759,6.83216388851927,6.52436451243004,7.44014254583551,6.96369986065121,11.4602780022644,5.12956339551436,6.72827384747679,7.35251532063711,5.61849529759423,9.10731727311184,8.9929287783488,7.70157831560115,10.0884939775846,5.64542716265059,5.53305350652089,8.41802465316457,7.8265882622649,10.6248177957976,7.4655744575816,11.0930935240108,8.06877155553888,8.51602873553873,7.73938584263921,9.53323560583788,9.46040980213477,6.67435640951592,7.21953439806564,7.12025210830403,7.84590250638984,9.27944978659575,9.61743143253822,5.51807553489812,6.81581024723152,9.67078803919489,5.10705646249954,8.76938785708713,5.7701744969752,9.31743354797614,6.73126876784183,7.0444900173584,8.16308937450982,7.45257598784551,8.09816498651959,8.3882454812545,9.16730589460351,7.38802767298029,7.25734956253655,7.74319786492705,8.89566644427543,7.27919788955792,5.87404918709774,9.05483722410507,6.99289738215953,6.18110049024488,8.72762230394513,8.49446687097973,8.82249300189869,8.13667012876441,8.24861746498105,8.44398028198484,6.30066816191522,8.55587858593289,6.74463600717292,5.18721712463563,8.44828622789557,9.0647443567593,5.58612969703361,6.90513210799323,5.07623688085784,7.68443305836927,7.9049448448194,7.09042364675963,9.81742245030041,6.27031312501553,10.6105825917072,5.93222543500603,9.59780363089177,7.76683203508367,11.3804332114791,7.88533452294896,8.9944852478585,4.85855167320652,7.73829401902066,5.7701744969752,8.0360575847328,12.2675024083772,9.37667420295444,7.19444709057218,4.05002484338771,5.83451804828405,10.3492448541302,7.20194620317825,10.9176135398539,10.0756519846312,6.7893572835615,8.22270926194763,7.05102742766014,5.78953259616441,8.72130644786719,8.84061442071846,8.16985265600622,6.27268112280894,7.32151262107663,10.50000306871,6.57282204953338,10.7711229837194,7.92281639124344,6.06292788985139,6.18368916750441,5.63653022323048,10.3012845715162,8.00558748033499,3.90960071289254,6.48689276402218,5.7701744969752,6.14950210906437,7.86965201120886,6.03031287664315,9.48470765296955,6.99749087863887,7.55867777016539,8.68932563618621,7.43275588527377,11.2940145544505,7.88533452294896,12.9240703415395,10.5446501808099,6.88225357030819,8.28689444361218,6.73871706047576,4.72334832144478,6.88225357030819,8.66756616042854,7.62199815486625,5.72212641851355,9.02857964398284,9.08654109080488,7.47556884481908,6.11410479866565,10.0337981065389
"g_AM11_2",9.58086028656199,7.8721901215222,9.17977319225386,7.13855530632942,9.69564374068391,8.9961456864073,9.20693507735189,6.81585064949512,6.48844997931377,7.39665010274555,6.9746743730168,11.5127370064686,4.88320650144527,6.61044269395969,7.27932275623181,5.67093759157759,9.0792845406821,8.98117698449841,7.65396056033119,10.1101789319118,5.81357904516792,5.56311760193744,8.35417354004104,7.7070458597001,10.5259339049451,7.5279222847607,11.0961540628309,8.11937914215161,8.51661349678367,7.63382734699218,9.45427707120839,9.47127822506808,6.78697507663443,7.17800971796788,7.18177687888761,7.68796354787943,9.40146737723981,9.63372369104659,5.60036432423787,6.75147555666283,9.71687658615788,5.03894910638996,8.78191526153773,5.5583626808925,9.32839434104203,6.68111978175724,6.89152489002524,8.15729928326819,7.44041560797942,8.10976300359246,8.35125877341488,9.17683701074722,7.40194388600247,7.26989930194637,7.7263163067243,8.93128861673079,7.28357696364621,5.90861766798492,9.1113247440429,6.92245612847785,6.23757000082177,8.690578513839,8.48494308062342,8.81531819626555,8.14947231471958,8.18766483547499,8.45644971384761,6.36873977913286,8.60985656085322,6.74130561546421,5.10107662530446,8.48340965503694,9.02913900917065,5.5583626808925,6.83730469112353,4.86430392458721,7.71975104513767,8.03132350999999,7.01878376305549,9.83234903520965,6.31876292553482,10.6034604290872,6.03168139657011,9.60489522474755,7.77889547219974,11.3702691113037,7.75533798225642,9.0423885085841,4.88320650144527,7.6563027439276,5.67093759157759,8.00112710222548,12.2981693189178,9.36824107003662,7.1723322331251,4.25185767598625,5.83549302105461,10.3891025418373,7.14637694469107,10.9527453076421,10.0864207475955,6.75436235789987,8.2307284119504,7.00989292710602,5.68363301344107,8.80591427378265,8.77104000811724,8.03092146904665,6.372969824879,7.38444374718301,10.5164680538579,6.54332752848929,10.760314150317,7.83522547839834,6.04933884203132,6.06093960310598,5.66666971351366,10.3101427119357,8.05358367210148,3.73288792161618,6.42639158202864,5.61398178274725,6.13054572139774,7.8627194965306,6.02870793692206,9.49089444722772,6.9583533580398,7.54310100022954,8.6452835049413,7.43750822526102,11.328855662688,7.87782974084949,12.9370734315175,10.5817999241811,6.87121469625493,8.3231363412313,6.70865250420141,4.8053528740469,6.9187945014574,8.7222959680218,7.55157944737318,5.69200796207977,9.09716508663525,9.0208053905353,7.55417380418605,6.12244433098795,10.0315002825188
